,KADAST,KV,NOG,SUG,MAJOR,FORMULA,PLAT,IERIK,atj_gads,KOPTS,OWNE,STAT
0,44980020033.0,,,,,,7.13,,,,Sodra,1
1,44980020034.0,,LZ,,,,1.07,,,,Sodra,1
2,76580040095.0,1.0,4,,,,0.17,,2019.0,,Sodra,2
3,76580040095.0,1.0,11,,,,0.9,,2019.0,,Sodra,2
4,44980020146.0,,LZ,,,,0.52,,,,Sodra,1
5,76420110076.0,6.0,1,Priede,,,1.18,2020,2022.0,01.01.2023.,Sodra,0
6,76420110076.0,6.0,7,Priede,,,0.24,2020,2022.0,01.01.2023.,Sodra,0
7,76420060116.0,1.0,1,Egle,,,0.2,2020,2022.0,01.01.2023.,Sodra,0
8,76420060116.0,1.0,11,Egle,,,3.33,2020,2022.0,01.01.2023.,Sodra,0
9,76420060116.0,1.0,14,Egle,,,0.24,2020,0.0,01.01.2023.,Sodra,0
10,76420060116.0,1.0,20,Egle,,,0.8,2020,2022.0,01.01.2023.,Sodra,0
11,76420060116.0,1.0,6,Egle,,,0.23,2020,2022.0,01.01.2023.,Sodra,0
12,60420070140.0,1.0,29,Egle,,,1.75,2020,2022.0,01.01.2023.,Sodra,0
13,60420030102.0,1.0,3,Egle,,,0.19,2020,,01.01.2023.,Sodra,0
14,60420030102.0,1.0,6,Egle,,,0.56,2020,2022.0,01.01.2023.,Sodra,0
15,60420030102.0,1.0,8,Egle,,,0.74,2020,,01.01.2023.,Sodra,0
16,60420030102.0,1.0,11,Egle,,,0.14,2020,2022.0,01.01.2023.,Sodra,0
17,60420030102.0,1.0,12,Egle,,,,2020,,01.01.2023.,Sodra,2
18,60420030102.0,1.0,13,Egle,,,0.35,2020,2022.0,01.01.2023.,Sodra,0
19,60460060027.0,1.0,7,Egle,,,1.42,2020,2022.0,01.01.2023.,Sodra,0
20,60460060027.0,1.0,3,Egle,,,1.1,2020,0.0,01.01.2023.,Sodra,0
21,60460060027.0,1.0,9,Egle,,,,2020,,01.01.2023.,Sodra,2
22,60460060027.0,1.0,10,Egle,,,,2020,,01.01.2023.,Sodra,2
23,60460060027.0,1.0,12,Egle,,,,2020,,01.01.2023.,Sodra,2
24,60460060027.0,1.0,13,Egle,,,,2020,,01.01.2023.,Sodra,2
25,44460020389.0,2.0,2,Egle,,,0.14,2020,0.0,01.01.2023.,Sodra,0
26,44460020389.0,2.0,3,Egle,,,0.41,2020,0.0,01.01.2023.,Sodra,0
27,44460020389.0,2.0,5,Egle,,,0.44,2020,0.0,01.01.2023.,Sodra,0
28,44460020389.0,2.0,6,Egle,,,0.31,2020,0.0,01.01.2023.,Sodra,0
29,44460020389.0,2.0,7,Egle,,,0.33,2020,0.0,01.01.2023.,Sodra,0
30,44460020389.0,2.0,9,Egle,,,0.71,2020,0.0,01.01.2023.,Sodra,0
31,44460020389.0,2.0,10,Egle,,,0.54,2020,0.0,01.01.2023.,Sodra,0
32,44460020389.0,2.0,11,Egle,,,0.6,2020,0.0,01.01.2023.,Sodra,0
33,44460020389.0,2.0,13,Egle,,,0.33,2020,0.0,01.01.2023.,Sodra,0
34,44460020389.0,2.0,14,Egle,,,0.17,2020,0.0,01.01.2023.,Sodra,0
35,44460020389.0,2.0,15,Egle,,,2.75,2020,0.0,01.01.2023.,Sodra,0
36,44460020389.0,2.0,17,Egle,,,3.58,2020,0.0,01.01.2023.,Sodra,0
37,44460020389.0,2.0,18,Egle,,,3.21,2020,0.0,01.01.2023.,Sodra,0
38,44460020458.0,3.0,2,Bērzs,,,0.2,2020,2022.0,01.01.2023.,Sodra,0
39,44460020458.0,3.0,3,Bērzs,,,0.23,2020,2022.0,01.01.2023.,Sodra,0
40,44460020458.0,3.0,4,Bērzs,,,0.47,2020,2022.0,01.01.2023.,Sodra,0
41,44460020458.0,3.0,5,Bērzs,,,0.66,2020,2022.0,01.01.2023.,Sodra,0
42,44460020458.0,3.0,6,Bērzs,,,0.26,2020,2022.0,01.01.2023.,Sodra,0
43,44460020458.0,3.0,7,Bērzs,,,0.1,2020,0.0,01.01.2023.,Sodra,0
44,44460050203.0,1.0,1,Egle,,,0.4,2020,2022.0,01.01.2023.,Sodra,0
45,44460050203.0,1.0,1,Egle,,,0.4,2020,2022.0,01.01.2023.,Sodra,0
46,44460050203.0,1.0,13,Egle,,,0.59,2020,2022.0,01.01.2023.,Sodra,0
47,44460050203.0,1.0,14,Egle,,,1.15,2020,2022.0,01.01.2023.,Sodra,0
48,44460050203.0,1.0,19,Egle,,,0.19,2020,2022.0,01.01.2023.,Sodra,0
49,44460050203.0,1.0,30,Egle,,,0.77,2020,2022.0,01.01.2023.,Sodra,0
50,44460050203.0,1.0,31,Egle,,,0.15,2020,2022.0,01.01.2023.,Sodra,0
51,44460050203.0,1.0,32,Egle,,,0.49,2020,2022.0,01.01.2023.,Sodra,0
52,44460050203.0,1.0,34,Egle,,,1.26,2020,2022.0,01.01.2023.,Sodra,0
53,44460050203.0,1.0,42,Egle,,,1.56,2020,2022.0,01.01.2023.,Sodra,0
54,44460050203.0,1.0,7,Egle,,,0.54,2020,2022.0,01.01.2023.,Sodra,0
55,44460020131.0,1.0,1,Priede,,,2.08,2020,2022.0,01.01.2023.,Sodra,0
56,44460010504.0,2.0,1,Egle,,,0.72,2020,2022.0,01.01.2023.,Sodra,0
57,44460010504.0,2.0,2,Egle,,,0.97,2020,0.0,01.01.2023.,Sodra,0
58,44460010504.0,2.0,3,Egle,,,0.3,2020,0.0,01.01.2023.,Sodra,0
59,44460010504.0,2.0,6,Egle,,,0.55,2020,2022.0,01.01.2023.,Sodra,0
60,44660050091.0,1.0,1,Egle,,,0.13,2020,0.0,01.01.2023.,Sodra,0
61,44660050091.0,1.0,2,Egle,,,1.9,2020,0.0,01.01.2023.,Sodra,0
62,44660050091.0,1.0,5,Egle,,,0.46,2020,0.0,01.01.2023.,Sodra,0
63,44660050091.0,1.0,7,Egle,,,0.15,2020,0.0,01.01.2023.,Sodra,0
64,44660050091.0,1.0,9,Egle,,,0.17,2020,0.0,01.01.2023.,Sodra,0
65,44660050091.0,1.0,4,Bērzs,,,0.33,2020,0.0,01.01.2023.,Sodra,0
66,44660050091.0,1.0,6,Bērzs,,,0.5,2020,0.0,01.01.2023.,Sodra,0
67,44660040035.0,1.0,7,Bērzs,,,1.69,2020,2022.0,01.01.2023.,Sodra,0
68,44660040035.0,1.0,9,Bērzs,,,1.56,2020,2022.0,01.01.2023.,Sodra,0
69,44660040098.0,2.0,1,Priede,,,0.33,2020,0.0,01.01.2023.,Sodra,0
70,44660040098.0,2.0,2,Priede,,,0.37,2020,0.0,01.01.2023.,Sodra,0
71,44500040420.0,1.0,3,Egle,,,1.5,2020,2022.0,01.01.2023.,Sodra,0
72,44500040420.0,1.0,5,Egle,,,0.15,2020,2022.0,01.01.2023.,Sodra,0
73,44500040420.0,1.0,7,Egle,,,0.16,2020,2022.0,01.01.2023.,Sodra,0
74,44500040420.0,1.0,12,Egle,,,,2020,,01.01.2023.,Sodra,0
75,44500020038.0,1.0,1,Egle,,,1.7,2020,2022.0,01.01.2023.,Sodra,0
76,44500020038.0,1.0,2,Egle,,,0.3,2020,0.0,01.01.2023.,Sodra,0
77,44500020038.0,1.0,3,Egle,,,0.62,2020,0.0,01.01.2023.,Sodra,0
78,44520030105.0,1.0,1,Egle,,,1.9,2020,2022.0,01.01.2023.,Sodra,0
79,44540010006.0,1.0,2,Priede,,,0.81,2020,2022.0,01.01.2023.,Sodra,0
80,44540010006.0,1.0,3,Priede,,,0.94,2020,2022.0,01.01.2023.,Sodra,0
81,44540010006.0,1.0,5,Priede,,,0.35,2020,2022.0,01.01.2023.,Sodra,0
82,44540010006.0,1.0,6,Priede,,,0.53,2020,0.0,01.01.2023.,Sodra,0
83,44540010006.0,1.0,7,Priede,,,0.71,2020,2022.0,01.01.2023.,Sodra,0
84,44540010006.0,1.0,8,Priede,,,0.21,2020,0.0,01.01.2023.,Sodra,0
85,44540010006.0,1.0,9,Priede,,,0.88,2020,0.0,01.01.2023.,Sodra,0
86,44540010006.0,1.0,10,Priede,,,0.28,2020,0.0,01.01.2023.,Sodra,0
87,44540010006.0,1.0,15,Priede,,,0.2,2020,2022.0,01.01.2023.,Sodra,0
88,44540010006.0,1.0,21,Egle,,,1.09,2020,2022.0,01.01.2023.,Sodra,0
89,44540010006.0,1.0,22,Egle,,,1.53,2020,0.0,01.01.2023.,Sodra,0
90,44540010006.0,1.0,29,Egle,,,1.43,2020,2022.0,01.01.2023.,Sodra,0
91,44540010006.0,1.0,30,Egle,,,1.11,2020,2022.0,01.01.2023.,Sodra,0
92,60580030005.0,1.0,1,Egle,,,0.14,2020,0.0,01.01.2023.,Sodra,0
93,60580030005.0,1.0,2,Egle,,,0.54,2020,0.0,01.01.2023.,Sodra,0
94,60580030005.0,1.0,3,Egle,,,0.25,2020,0.0,01.01.2023.,Sodra,0
95,60580030005.0,1.0,6,Egle,,,1.75,2020,0.0,01.01.2023.,Sodra,0
96,60700010101.0,2.0,2,Priede,,,0.34,2020,2022.0,01.01.2023.,Sodra,0
97,60700010101.0,2.0,4,Priede,,,6.67,2020,0.0,01.01.2023.,Sodra,0
98,60720030172.0,1.0,2,Egle,,,0.36,2020,2010.0,01.01.2023.,Sodra,0
99,60720030172.0,1.0,4,Egle,,,0.16,2020,0.0,01.01.2023.,Sodra,0
100,60720030172.0,1.0,6,Egle,,,0.21,2020,0.0,01.01.2023.,Sodra,0
101,60720080019.0,1.0,2,Priede,,,0.2,2020,2022.0,01.01.2023.,Sodra,0
102,60720080019.0,1.0,14,Priede,,,0.08,2020,2022.0,01.01.2023.,Sodra,0
103,60720080019.0,1.0,15,Priede,,,3.8,2020,2022.0,01.01.2023.,Sodra,0
104,60720080019.0,1.0,18,Priede,,,0.58,2020,2022.0,01.01.2023.,Sodra,0
105,60720080019.0,1.0,19,Priede,,,0.23,2020,2022.0,01.01.2023.,Sodra,0
106,60720080019.0,1.0,22,Priede,,,0.22,2020,2022.0,01.01.2023.,Sodra,0
107,60720010198.0,1.0,18,Priede,,,1.52,2020,2022.0,01.01.2023.,Sodra,0
108,60720010198.0,1.0,4,Priede,,,1.22,2020,2022.0,01.01.2023.,Sodra,0
109,60720050042.0,1.0,2,Egle,,,0.44,2020,2022.0,01.01.2023.,Sodra,0
110,60720050042.0,1.0,4,Egle,,,0.87,2020,0.0,01.01.2023.,Sodra,0
111,60720050042.0,1.0,5,Egle,,,0.79,2020,2022.0,01.01.2023.,Sodra,0
112,60720050042.0,1.0,6,Egle,,,0.94,2020,0.0,01.01.2023.,Sodra,0
113,60720050042.0,1.0,10,Egle,,,1.48,2020,0.0,01.01.2023.,Sodra,0
114,60720010211.0,1.0,7,Egle,,,0.63,2020,2022.0,01.01.2023.,Sodra,0
115,60720030049.0,1.0,3,Priede,,,0.23,2020,0.0,01.01.2023.,Sodra,0
116,60720030049.0,1.0,6,Priede,,,,2020,,01.01.2023.,Sodra,2
117,60720030167.0,1.0,2,Priede,,,,2020,,01.01.2023.,Sodra,2
118,60720030167.0,1.0,3,Priede,,,,2020,,01.01.2023.,Sodra,2
119,60720030167.0,1.0,4,Priede,,,,2020,,01.01.2023.,Sodra,2
120,60720030167.0,1.0,5,Priede,,,,2020,,01.01.2023.,Sodra,2
121,60720030167.0,1.0,6,Priede,,,,2020,,01.01.2023.,Sodra,2
122,60720030167.0,1.0,7,Priede,,,,2020,,01.01.2023.,Sodra,2
123,60720030167.0,1.0,9,Priede,,,,2020,,01.01.2023.,Sodra,2
124,60720030167.0,1.0,10,Priede,,,,2020,,01.01.2023.,Sodra,2
125,60720030168.0,1.0,2,Priede,,,,2020,,01.01.2023.,Sodra,2
126,60720030168.0,1.0,4,Priede,,,,2020,,01.01.2023.,Sodra,2
127,60720030168.0,1.0,5,Priede,,,,2020,,01.01.2023.,Sodra,2
128,60720030168.0,1.0,6,Priede,,,,2020,,01.01.2023.,Sodra,2
129,60720030168.0,1.0,7,Priede,,,,2020,,01.01.2023.,Sodra,2
130,60720030169.0,1.0,2,Priede,,,,2020,,01.01.2023.,Sodra,2
131,60720030169.0,1.0,4,Priede,,,,2020,,01.01.2023.,Sodra,2
132,60720030169.0,1.0,5,Priede,,,,2020,,01.01.2023.,Sodra,2
133,60720030009.0,1.0,3,Egle,,,1.7,2020,2022.0,01.01.2023.,Sodra,0
134,60720030009.0,1.0,4,Egle,,,1.05,2020,2022.0,01.01.2023.,Sodra,0
135,60720030009.0,1.0,6,Egle,,,0.28,2020,2022.0,01.01.2023.,Sodra,0
136,60720030009.0,1.0,8,Egle,,,0.38,2020,2022.0,01.01.2023.,Sodra,0
137,60720030009.0,1.0,9,Egle,,,0.33,2020,2022.0,01.01.2023.,Sodra,0
138,60720030009.0,1.0,10,Egle,,,0.39,2020,2022.0,01.01.2023.,Sodra,0
139,60720030009.0,1.0,11,Egle,,,0.2,2020,2022.0,01.01.2023.,Sodra,0
140,60800040044.0,1.0,7,Egle,,,1.5,2020,2022.0,01.01.2023.,Sodra,0
141,60800040044.0,1.0,14,Egle,,,0.8,2020,2022.0,01.01.2023.,Sodra,0
142,60800010037.0,1.0,1,Egle,,,0.54,2020,2022.0,01.01.2023.,Sodra,0
143,60800010037.0,1.0,2,Egle,,,0.4,2020,2022.0,01.01.2023.,Sodra,0
144,60800010037.0,1.0,3,Egle,,,0.67,2020,2022.0,01.01.2023.,Sodra,0
145,60800010037.0,1.0,6,Egle,,,0.47,2020,2022.0,01.01.2023.,Sodra,0
146,60800010037.0,1.0,4,Bērzs,,,0.3,2020,2022.0,01.01.2023.,Sodra,0
147,60800010037.0,1.0,5,Bērzs,,,0.21,2020,2022.0,01.01.2023.,Sodra,0
148,60800020024.0,1.0,1,Egle,,,1.77,2020,2022.0,01.01.2023.,Sodra,0
149,60800020046.0,2.0,15,Bērzs,,,1.83,2020,0.0,01.01.2023.,Sodra,0
150,60800020046.0,2.0,4,Egle,,,0.72,2020,2022.0,01.01.2023.,Sodra,0
151,60800020046.0,2.0,5,Egle,,,0.1,2020,2022.0,01.01.2023.,Sodra,0
152,60800020046.0,2.0,7,Egle,,,0.29,2020,2022.0,01.01.2023.,Sodra,0
153,60800020046.0,2.0,9,Egle,,,0.34,2020,2022.0,01.01.2023.,Sodra,0
154,60800040047.0,1.0,11,Egle,,,0.85,2020,2022.0,01.01.2023.,Sodra,0
155,60800040047.0,1.0,14,Bērzs,,,1.11,2020,2022.0,01.01.2023.,Sodra,0
156,60800040047.0,1.0,17,Egle,,,2.11,2020,2022.0,01.01.2023.,Sodra,0
157,60800040047.0,1.0,7,Bērzs,,,0.79,2020,2022.0,01.01.2023.,Sodra,0
158,60800020007.0,1.0,1,Egle,,,1.93,2020,2022.0,01.01.2023.,Sodra,0
159,60800020007.0,1.0,10,Bērzs,,,1.06,2020,2022.0,01.01.2023.,Sodra,0
160,60800020007.0,1.0,9,Egle,,,0.64,2020,2022.0,01.01.2023.,Sodra,0
161,60800020054.4,1.0,10,Egle,,,0.4,2020,2022.0,01.01.2023.,Sodra,0
162,60800020054.0,1.0,11,Egle,,,0.57,2020,2011.0,01.01.2023.,Sodra,0
163,60800020054.0,1.0,13,Egle,,,0.4,2020,2010.0,01.01.2023.,Sodra,0
164,60800020054.0,1.0,6,Bērzs,,,0.16,2020,2022.0,01.01.2023.,Sodra,0
165,60800020054.0,1.0,15,Bērzs,,,0.12,2020,0.0,01.01.2023.,Sodra,0
166,60800020054.0,1.0,18,Bērzs,,,0.4,2020,2022.0,01.01.2023.,Sodra,0
167,60800020054.0,1.0,19,Bērzs,,,0.68,2020,0.0,01.01.2023.,Sodra,0
168,60800020017.0,1.0,2,Egle,,,0.54,2020,2022.0,01.01.2023.,Sodra,0
169,60800010073.0,1.0,1,Bērzs,,,0.19,2020,0.0,01.01.2023.,Sodra,0
170,60800010073.0,1.0,24,Egle,,,1.02,2020,2022.0,01.01.2023.,Sodra,0
171,60800010073.0,1.0,4,Egle,,,0.65,2020,2022.0,01.01.2023.,Sodra,0
172,60800010073.0,1.0,5,Egle,,,1.0,2020,2022.0,01.01.2023.,Sodra,0
173,60800010073.0,1.0,6,Egle,,,0.17,2020,2022.0,01.01.2023.,Sodra,0
174,60800010073.0,1.0,9,Egle,,,1.03,2020,2022.0,01.01.2023.,Sodra,0
175,60800010073.0,1.0,10,Egle,,,0.25,2020,2022.0,01.01.2023.,Sodra,0
176,60800010073.0,1.0,19,Egle,,,0.85,2020,2022.0,01.01.2023.,Sodra,0
177,60800010073.0,1.0,8,Egle,,,0.47,2020,2022.0,01.01.2023.,Sodra,0
178,60800010073.0,1.0,35,Egle,,,0.1,2020,0.0,01.01.2023.,Sodra,0
179,60800020006.0,1.0,11,Egle,,,0.96,2020,2022.0,01.01.2023.,Sodra,0
180,60800020006.0,1.0,12,Egle,,,1.21,2020,2022.0,01.01.2023.,Sodra,0
181,60800020006.0,1.0,17,Egle,,,0.52,2020,2022.0,01.01.2023.,Sodra,0
182,60800020006.0,1.0,5,Egle,,,1.26,2020,2022.0,01.01.2023.,Sodra,0
183,60800020006.0,1.0,9,Egle,,,0.6,2020,2022.0,01.01.2023.,Sodra,0
184,60800020006.0,1.0,6,Bērzs,,,0.65,2020,2022.0,01.01.2023.,Sodra,0
185,60800010038.0,1.0,4,Egle,,,0.91,2020,2022.0,01.01.2023.,Sodra,0
186,60760050174.0,12.0,1,Egle,,,0.47,2020,2022.0,01.01.2023.,Sodra,0
187,60760050174.0,12.0,2,Egle,,,1.82,2020,2022.0,01.01.2023.,Sodra,0
188,60760050174.0,12.0,3,Egle,,,4.57,2020,0.0,01.01.2023.,Sodra,0
189,60760020132.0,1.0,1,Egle,,,0.55,2020,2022.0,01.01.2023.,Sodra,0
190,60760020132.0,1.0,4,Egle,,,0.26,2020,2022.0,01.01.2023.,Sodra,0
191,60760020132.0,1.0,5,Egle,,,2.42,2020,2022.0,01.01.2023.,Sodra,0
192,60760020132.0,1.0,7,Egle,,,0.98,2020,2022.0,01.01.2023.,Sodra,0
193,44640030016.0,1.0,1,Egle,,,0.7,2020,2022.0,01.01.2023.,Sodra,0
194,44640030016.0,1.0,2,Egle,,,1.19,2020,2022.0,01.01.2023.,Sodra,0
195,44640030016.0,1.0,3,Egle,,,2.19,2020,2022.0,01.01.2023.,Sodra,0
196,44640030016.0,1.0,4,Egle,,,0.13,2020,2022.0,01.01.2023.,Sodra,0
197,44640030016.0,1.0,6,Egle,,,5.9,2020,0.0,01.01.2023.,Sodra,0
198,44640030016.0,1.0,7,Egle,,,0.31,,2022.0,01.01.2023.,Sodra,2
199,44700060064.0,2.0,1,Egle,,,0.76,2020,2022.0,01.01.2023.,Sodra,0
200,44700060064.0,2.0,2,Egle,,,0.78,2020,2022.0,01.01.2023.,Sodra,0
201,44700060064.0,2.0,3,Bērzs,,,1.14,2020,2022.0,01.01.2023.,Sodra,0
202,44700060065.0,1.0,1,Egle,,,0.95,2020,2022.0,01.01.2023.,Sodra,0
203,44700060065.0,1.0,2,Egle,,,0.56,2020,2022.0,01.01.2023.,Sodra,0
204,44720090164.0,1.0,3,Egle,,,1.3,2020,2022.0,01.01.2023.,Sodra,0
205,44720010080.0,1.0,1,Egle,,,2.78,2020,2022.0,01.01.2023.,Sodra,0
206,44720010080.0,1.0,2,Egle,,,0.08,2020,2022.0,01.01.2023.,Sodra,0
207,44720010080.0,1.0,3,Egle,,,0.24,2020,2022.0,01.01.2023.,Sodra,0
208,44720070113.0,1.0,2,Egle,,,0.09,2020,2021.0,01.01.2023.,Sodra,0
209,44720070113.0,1.0,3,Egle,,,0.48,2020,2021.0,01.01.2023.,Sodra,0
210,44720070114.0,2.0,1,Egle,,,2.57,2020,2020.0,01.01.2023.,Sodra,0
211,44720070114.0,2.0,2,Egle,,,0.53,2020,0.0,01.01.2023.,Sodra,0
212,44720070114.0,2.0,3,Egle,,,1.54,2020,2020.0,01.01.2023.,Sodra,0
213,76560050080.0,1.0,2,Egle,,,0.58,2020,0.0,01.01.2023.,Sodra,0
214,76560050080.0,1.0,5,Egle,,,0.68,2020,2022.0,01.01.2023.,Sodra,0
215,76560030042.0,1.0,1,Bērzs,,,0.36,2020,2011.0,01.01.2023.,Sodra,0
216,76560030042.0,1.0,2,Bērzs,,,0.42,2020,2022.0,01.01.2023.,Sodra,0
217,76560030042.0,1.0,3,Bērzs,,,1.49,2020,2022.0,01.01.2023.,Sodra,0
218,76560040044.0,2.0,3,Egle,,,0.7,2020,2022.0,01.01.2023.,Sodra,0
219,76560040044.0,2.0,4,Egle,,,0.4,2020,2022.0,01.01.2023.,Sodra,0
220,76560040044.0,2.0,5,Egle,,,0.9,2020,2022.0,01.01.2023.,Sodra,0
221,76560040044.0,2.0,7,Egle,,,0.39,2020,2022.0,01.01.2023.,Sodra,0
222,76580030211.0,1.0,1,Egle,,,3.67,2020,2022.0,01.01.2023.,Sodra,0
223,76580030211.0,1.0,4,Egle,,,1.3,2020,2022.0,01.01.2023.,Sodra,0
224,76580030211.0,1.0,6,Egle,,,1.56,2020,2022.0,01.01.2023.,Sodra,0
225,60860030390.0,1.0,1,Egle,,,1.1,2020,0.0,01.01.2023.,Sodra,0
226,60860030390.0,1.0,4,Egle,,,1.48,2020,2022.0,01.01.2023.,Sodra,0
227,60860030390.0,1.0,8,Egle,,,2.81,2020,0.0,01.01.2023.,Sodra,0
228,60860030390.0,1.0,9,Egle,,,0.74,2020,2022.0,01.01.2023.,Sodra,0
229,60860030390.0,1.0,10,Egle,,,0.16,2020,2022.0,01.01.2023.,Sodra,0
230,60860030390.0,1.0,13,Egle,,,0.19,2020,2022.0,01.01.2023.,Sodra,0
231,60860030390.0,1.0,11,Egle,,,0.27,2020,0.0,01.01.2023.,Sodra,0
232,60860030390.0,1.0,14,Egle,,,0.49,2020,0.0,01.01.2023.,Sodra,0
233,60860030390.0,1.0,18,Egle,,,,2020,,01.01.2023.,Sodra,2
234,60860030390.0,1.0,19,Egle,,,,2020,,01.01.2023.,Sodra,2
235,60860030390.0,1.0,20,Egle,,,,2020,,01.01.2023.,Sodra,2
236,60860030013.0,1.0,1,Egle,,,0.13,2020,0.0,01.01.2023.,Sodra,0
237,60860030013.0,1.0,2,Egle,,,0.19,2020,2023.0,01.01.2023.,Sodra,0
238,60860030013.0,1.0,3,Egle,,,0.58,2020,2023.0,01.01.2023.,Sodra,0
239,60860030013.0,1.0,4,Egle,,,0.92,2020,2017.0,01.01.2023.,Sodra,0
240,60860030013.0,1.0,5,Egle,,,0.25,2020,2022.0,01.01.2023.,Sodra,0
241,60860030013.0,1.0,6,Egle,,,0.18,2020,2018.0,01.01.2023.,Sodra,0
242,60860030013.0,1.0,7,Egle,,,0.15,2020,2023.0,01.01.2023.,Sodra,0
243,60860030013.0,1.0,8,Egle,,,1.01,2020,0.0,01.01.2023.,Sodra,0
244,60860030013.0,1.0,9,Egle,,,0.16,2020,2023.0,01.01.2023.,Sodra,0
245,60860030013.0,1.0,10,Egle,,,0.81,2020,2023.0,01.01.2023.,Sodra,0
246,44840030368.0,1.0,2,Egle,,,0.19,2020,2022.0,01.01.2023.,Sodra,0
247,44840030368.0,1.0,3,Egle,,,0.67,2020,2022.0,01.01.2023.,Sodra,0
248,44840030028.0,1.0,1,Egle,,,1.94,2020,2022.0,01.01.2023.,Sodra,0
249,44840030028.0,1.0,2,Egle,,,0.64,2020,0.0,01.01.2023.,Sodra,0
250,44840030028.0,1.0,4,Egle,,,0.07,2020,0.0,01.01.2023.,Sodra,0
251,44840040088.0,1.0,4,Egle,,,2.17,2020,2022.0,01.01.2023.,Sodra,0
252,44840040088.0,1.0,5,Egle,,,0.25,2020,0.0,01.01.2023.,Sodra,0
253,60940060152.0,1.0,1,Egle,,,0.46,2020,2022.0,01.01.2023.,Sodra,0
254,60940060152.0,1.0,2,Egle,,,0.53,2020,2022.0,01.01.2023.,Sodra,0
255,60940060152.0,1.0,4,Egle,,,1.47,2020,2022.0,01.01.2023.,Sodra,0
256,44880090164.0,1.0,1,Egle,,,0.19,2020,2020.0,01.01.2023.,Sodra,0
257,44880090164.0,1.0,5,Egle,,,0.21,2020,2020.0,01.01.2023.,Sodra,0
258,44880090164.0,1.0,6,Egle,,,0.61,2020,2020.0,01.01.2023.,Sodra,0
259,44880090164.0,1.0,13,Egle,,,0.18,2020,2020.0,01.01.2023.,Sodra,0
260,44880090164.0,1.0,14,Egle,,,0.61,2020,2020.0,01.01.2023.,Sodra,0
261,44880090164.0,1.0,16,Egle,,,0.55,2020,2020.0,01.01.2023.,Sodra,0
262,44880090164.0,1.0,17,Egle,,,0.2,2020,2020.0,01.01.2023.,Sodra,0
263,44880090164.0,1.0,18,Egle,,,0.12,2020,2020.0,01.01.2023.,Sodra,0
264,44880090164.0,1.0,19,Egle,,,0.15,2020,2020.0,01.01.2023.,Sodra,0
265,44880090164.0,1.0,25,Egle,,,0.07,2020,0.0,01.01.2023.,Sodra,0
266,44880090164.0,1.0,27,Egle,,,0.18,2020,2020.0,01.01.2023.,Sodra,0
267,44880090164.0,1.0,28,Egle,,,0.24,2020,2020.0,01.01.2023.,Sodra,0
268,44880090164.0,1.0,31,Egle,,,1.93,2020,2020.0,01.01.2023.,Sodra,0
269,44880090164.0,1.0,32,Egle,,,0.15,2020,2020.0,01.01.2023.,Sodra,0
270,44880090164.0,1.0,34,Egle,,,0.08,2020,2020.0,01.01.2023.,Sodra,0
271,44880010144.0,1.0,7,Priede,,,0.68,2020,2023.0,01.01.2023.,Sodra,0
272,44880010145.0,2.0,9,Egle,,,0.5,,2023.0,01.01.2023.,Sodra,0
273,44920070018.0,1.0,1,Egle,,,0.56,2020,2022.0,01.01.2023.,Sodra,0
274,44920070018.0,1.0,2,Egle,,,1.04,2020,2022.0,01.01.2023.,Sodra,0
275,44920070151.0,4.0,1,Egle,,,1.03,2020,0.0,01.01.2023.,Sodra,0
276,44920070151.0,4.0,2,Egle,,,0.5,2020,2020.0,01.01.2023.,Sodra,0
277,44920070151.0,4.0,3,Egle,,,1.08,2020,2020.0,01.01.2023.,Sodra,0
278,60960080286.0,3.0,1,Priede,,,0.79,2020,2022.0,01.01.2023.,Sodra,0
279,60960080286.0,3.0,2,Priede,,,1.22,2020,2022.0,01.01.2023.,Sodra,0
280,60960080457.0,1.0,1,Egle,,,0.65,2020,2022.0,01.01.2023.,Sodra,0
281,60960080457.0,1.0,2,Egle,,,0.93,2020,2022.0,01.01.2023.,Sodra,0
282,60960050468.0,2.0,1,Egle,,,1.45,2020,2022.0,01.01.2023.,Sodra,0
283,60960050458.0,1.0,4,Egle,,,1.14,2020,2022.0,01.01.2023.,Sodra,0
284,60960050458.0,1.0,5,Egle,,,0.32,2020,2022.0,01.01.2023.,Sodra,0
285,44940020128.0,1.0,1,Bērzs,,,0.74,2020,2022.0,01.01.2023.,Sodra,0
286,44940020128.0,1.0,3,Bērzs,,,1.8,2020,2022.0,01.01.2023.,Sodra,0
287,44940020128.0,1.0,4,Bērzs,,,0.41,2020,2022.0,01.01.2023.,Sodra,0
288,44940020128.0,1.0,6,Bērzs,,,0.73,2020,2022.0,01.01.2023.,Sodra,0
289,44940020128.0,1.0,7,Bērzs,,,0.52,2020,2022.0,01.01.2023.,Sodra,0
290,44940020128.0,1.0,8,Bērzs,,,0.87,2020,2022.0,01.01.2023.,Sodra,0
291,44940020128.0,1.0,10,Bērzs,,,1.2,2020,2022.0,01.01.2023.,Sodra,0
292,44940020128.0,1.0,11,Bērzs,,,0.22,2020,2022.0,01.01.2023.,Sodra,0
293,44960020190.0,1.0,1,Egle,,,0.27,2020,2022.0,01.01.2023.,Sodra,0
294,44960020190.0,1.0,2,Egle,,,0.17,2020,2022.0,01.01.2023.,Sodra,0
295,44960020190.0,1.0,3,Egle,,,0.58,2020,2022.0,01.01.2023.,Sodra,0
