,KADAST,KV,NOG,SUG,MAJOR,FORMULA,PLAT,IERIK,atj_gads,KOPTS,OWNE,STAT
641,64820010032.0,1.0,14,Egle;Bērzs,,E/B,0.45,2020,0.0,izkopts,Mežsaimnieks Biedrība,0
642,64820010032.0,1.0,18,Egle;Bērzs,,E/B,0.41,2020,2020.0,izkopts,Mežsaimnieks Biedrība,0
643,64820010032.0,1.0,27,Egle;Bērzs,,E/B,1.17,2020,2020.0,izkopts,Mežsaimnieks Biedrība,0
644,64820010032.0,1.0,29,Egle;Bērzs,,E/B,0.86,2020,2020.0,izkopts,Mežsaimnieks Biedrība,0
645,64820010032.0,1.0,32,Egle;Bērzs,,E/B,0.37,2020,0.0,izkopts,Mežsaimnieks Biedrība,0
646,64820010032.0,1.0,33,Egle;Bērzs,,E/B,0.26,2020,2020.0,izkopts,Mežsaimnieks Biedrība,0
647,64820010032.0,1.0,37,Egle;Bērzs,,E/B,1.18,2020,2023.0,izkopts,Mežsaimnieks Biedrība,0
648,64820010032.0,1.0,42,Egle;Bērzs,,E/B,0.49,2020,2021.0,izkopts,Mežsaimnieks Biedrība,0
649,64820010032.0,1.0,44,Egle;Bērzs,,E/B,0.59,2020,2020.0,izkopts,Mežsaimnieks Biedrība,0
650,98900020039.0,1.0,4,,,,0.9,,2021.0,,Mežsaimnieks Biedrība,2
651,84800030177.0,1.0,13,,,,2.5,,0.0,,Mežsaimnieks Biedrība,2
652,98780040096.0,,LZ,Melnalksnis;Bērzs,,M/B,6.0,2020,,izkopts,Mežsaimnieks Biedrība,1
653,90500040146.0,1.0,5,Bērzs,,B,0.7,2021,0.0,izkopts,Mežsaimnieks Biedrība,0
654,84940010069.0,1.0,15,,,,2.0,,,,Mežsaimnieks Biedrība,2
655,84940010069.0,1.0,16,,,,0.79,,,izkopts,Mežsaimnieks Biedrība,2
656,90500040146.0,1.0,18,Egle,,E,,2021,,izkopts,Mežsaimnieks Biedrība,1
657,90500040146.0,1.0,31,Egle,,E,,2021,,izkopts,Mežsaimnieks Biedrība,1
658,54310030152.0,1.0,LZ,Egle;Bērzs,,E/B,1.6,2021,,izkopts,Mežsaimnieks Biedrība,0
659,84800050012.0,1.0,2,Egle;Apse,,E/A,2.81,2019,2019.0,izkopts,Mežsaimnieks Biedrība,0
660,84800050012.0,1.0,3,Egle;Apse,,E/A,1.58,2019,2019.0,izkopts,Mežsaimnieks Biedrība,0
661,46980020008.0,1.0,,Egle;Bērzs,,E/B,17.0,2022,,kops šogad,Mežsaimnieks Biedrība,1
662,46640040044.0,1.0,27,Egle,,E,2.5,2019,0.0,izkopts,Mežsaimnieks Biedrība,0
663,74840040069.0,2.0,10,,,,0.51,,2020.0,kops šogad,Mežsaimnieks Biedrība,2
664,74840040069.0,2.0,11,,,,0.57,,2020.0,kops šogad,Mežsaimnieks Biedrība,2
665,54440010026.0,1.0,13,,,,0.29,,0.0,,Mežsaimnieks Biedrība,2
666,54440010026.0,1.0,13,,,,0.29,,0.0,,Mežsaimnieks Biedrība,2
667,32920060001.0,1.0,2,,,,0.47,,2022.0,nekops/atcelts,Mežsaimnieks Biedrība,2
668,32920060001.0,1.0,4,,,,0.42,,2022.0,nekops/atcelts,Mežsaimnieks Biedrība,2
669,32920060001.0,1.0,5,,,,0.21,,2022.0,nekops/atcelts,Mežsaimnieks Biedrība,2
670,32920060001.0,1.0,6,,,,0.57,,2022.0,nekops/atcelts,Mežsaimnieks Biedrība,2
671,32920060001.0,1.0,7,,,,0.71,,2022.0,nekops/atcelts,Mežsaimnieks Biedrība,2
672,32920060001.0,1.0,9,,,,4.36,,2022.0,nekops/atcelts,Mežsaimnieks Biedrība,2
673,32920060001.0,1.0,10,,,,0.1,,2022.0,nekops/atcelts,Mežsaimnieks Biedrība,2
674,32920060001.0,1.0,12,,,,0.97,,2022.0,nekops/atcelts,Mežsaimnieks Biedrība,2
675,56440050204.0,2.0,1,,,,0.21,,2022.0,kops šogad,Mežsaimnieks Biedrība,2
676,56440050203.0,1.0,7,,,,0.28,,2022.0,kops šogad,Mežsaimnieks Biedrība,2
677,56440050203.0,1.0,5,,,,0.5,,2022.0,kops šogad,Mežsaimnieks Biedrība,2
678,56440050203.0,1.0,9,,,,0.81,,2022.0,kops šogad,Mežsaimnieks Biedrība,2
679,56440020049.0,3.0,2,,,,0.21,,0.0,kops šogad,Mežsaimnieks Biedrība,2
680,56440020049.0,3.0,4,,,,0.08,,0.0,kops šogad,Mežsaimnieks Biedrība,2
681,56440020049.0,3.0,5,,,,0.38,,0.0,kops šogad,Mežsaimnieks Biedrība,2
682,56250080102.0,2.0,1,Baltalksnis,,Ba,0.8,2020,0.0,izkopts,Mežsaimnieks Biedrība,0
683,56250080102.0,2.0,4,Baltalksnis,,Ba,0.21,2020,0.0,izkopts,Mežsaimnieks Biedrība,0
684,56250080102.0,2.0,5,Egle;Bērzs,0.6,6E4B4,0.36,2019,2020.0,izkopts,Mežsaimnieks Biedrība,0
685,56250080102.0,2.0,6,Bērzs;Egle,0.5,5B5E4,1.4,2019,2020.0,izkopts,Mežsaimnieks Biedrība,0
686,56250080102.0,2.0,7,Bērzs;Egle,0.5,5B5E4,0.36,2019,2020.0,izkopts,Mežsaimnieks Biedrība,0
687,56250080102.0,2.0,9,Egle;Bērzs,0.7,7E3B4,14.2,2019,0.0,izkopts,Mežsaimnieks Biedrība,0
688,54820030122.0,1.0,4,Melnalksnis,,10M3 ,2.41,2020,0.0,izkopts,Mežsaimnieks Biedrība,0
689,54820030122.0,1.0,5,Baltalksnis;Egle;Melnalksnis,0.8,8Ba2 1E3 1M1 ,5.85,2021,0.0,izkopts,Mežsaimnieks Biedrība,0
690,54820030122.0,1.0,6,Baltalksnis;Melnalksnis,0.6,6Ba2 4M3 ,1.97,2021,0.0,izkopts,Mežsaimnieks Biedrība,0
691,54820030122.0,1.0,7,Melnalksnis,,10M3 ,0.18,2020,0.0,izkopts,Mežsaimnieks Biedrība,0
692,54820030122.0,1.0,8,Egle;Bērzs,0.8,8E2B3 ,1.19,2020,0.0,izkopts,Mežsaimnieks Biedrība,0
693,54820030122.0,1.0,9,Melnalksnis,,10M3 ,0.14,2020,0.0,izkopts,Mežsaimnieks Biedrība,0
694,54820030122.0,1.0,10,Baltalksnis,,10Ba2 ,0.05,2021,0.0,izkopts,Mežsaimnieks Biedrība,0
695,54820030122.0,1.0,11,Bērzs;Egle,0.5,5B5E4 ,0.24,2019,,izkopts,Mežsaimnieks Biedrība,0
696,80760100002.0,1.0,4,Priede,,P,0.12,2019,0.0,izkopts,Mežsaimnieks Biedrība,0
697,80760100002.0,1.0,5,Priede,,P,0.27,2018,2019.0,izkopts,Mežsaimnieks Biedrība,0
698,80760100042.0,1.0,5,Priede,,P,0.25,2021,2022.0,izkopts,Mežsaimnieks Biedrība,0
699,80760100042.0,1.0,6,Priede,,P,0.58,2021,2022.0,izkopts,Mežsaimnieks Biedrība,0
700,80760100042.0,1.0,15,Priede,,P,0.23,2021,2022.0,izkopts,Mežsaimnieks Biedrība,0
701,80760100042.0,1.0,17,Priede,,P,0.69,2021,2022.0,izkopts,Mežsaimnieks Biedrība,0
702,80760100042.0,1.0,19,Priede,,P,0.77,2021,2022.0,izkopts,Mežsaimnieks Biedrība,0
703,74940130045.0,154.0,2,Egle,,E,1.05999994,2023,0.0,,Rīgas meži,2
704,74940130045.0,154.0,5,Egle,,E,2.08,2023,0.0,,Rīgas meži,2
705,74940140063.0,168.0,6,Egle,,E,1.98,2023,0.0,,Rīgas meži,2
706,74940140063.0,179.0,11,Egle,,E,1.11,2023,0.0,,Rīgas meži,2
707,74940140063.0,179.0,13,Egle,,E,1.51,2023,0.0,,Rīgas meži,2
708,74940140063.0,180.0,10,Egle,,E,0.42,2023,0.0,,Rīgas meži,2
709,74940140063.0,180.0,21,Egle,,E,0.44,2023,0.0,,Rīgas meži,2
710,74940140063.0,180.0,23,Egle,,E,0.98,2023,0.0,,Rīgas meži,2
711,74940010044.0,13.0,3,Egle,,E,1.09,2023,2022.0,,Rīgas meži,2
712,74940140033.0,203.0,15,Egle,,E,1.79,2023,2022.0,,Rīgas meži,2
713,80840130265.0,172.0,9,Egle,,E,0.88,2023,2023.0,,Rīgas meži,2
714,80840130265.0,172.0,10,Egle,,E,2.56,2023,2023.0,,Rīgas meži,2
715,80840130265.0,174.0,26,Egle,,E,1.96,2023,2023.0,,Rīgas meži,2
716,80840130265.0,190.0,5,Egle,,E,1.31,2023,2023.0,,Rīgas meži,2
717,80840180478.0,178.0,53,Egle,,E,0.49,2023,2023.0,,Rīgas meži,2
718,80840180478.0,180.0,10,Egle,,E,0.44,2023,2023.0,,Rīgas meži,2
719,66880040110.0,9.0,25,Egle,,E,0.66,2023,2023.0,,Rīgas meži,2
720,66640010093.0,61.0,10,Egle,,E,4.73,2023,2023.0,,Rīgas meži,2
721,80800060573.0,84.0,11,Egle,,E,1.82,2023,2023.0,,Rīgas meži,2
722,80800050034.0,133.0,19,Egle,,E,1.07,2023,2023.0,,Rīgas meži,2
723,80800060575.0,118.0,20,Egle,,E,1.13,2023,2018.0,,Rīgas meži,2
724,80800060575.0,118.0,22,Egle,,E,0.47,2023,2018.0,,Rīgas meži,2
725,80800060575.0,118.0,23,Egle,,E,0.32,2023,2018.0,,Rīgas meži,2
726,80800060575.0,118.0,42,Egle,,E,1.74,2023,2018.0,,Rīgas meži,2
727,80800060575.0,118.0,43,Egle,,E,1.59,2023,2018.0,,Rīgas meži,2
728,80700083345.0,90.0,21,Egle,,E,2.2,2023,2023.0,,Rīgas meži,2
729,80700083345.0,91.0,43,Egle,,E,0.6,2023,2023.0,,Rīgas meži,2
730,80700083525.0,70.0,34,Egle,,E,1.87,2023,2023.0,,Rīgas meži,2
731,80700083525.0,78.0,31,Egle,,E,0.63,2023,2023.0,,Rīgas meži,2
732,80800060573.0,77.0,26,Egle,,E,0.4,2023,2023.0,,Rīgas meži,2
733,80800030085.0,34.0,26,Egle,,E,1.14,2023,2023.0,,Rīgas meži,2
734,80800030085.0,38.0,9,Egle,,E,1.47,2023,2023.0,,Rīgas meži,2
735,80800030085.0,38.0,21,Egle,,E,0.51,2023,2023.0,,Rīgas meži,2
736,80800030085.0,41.0,35,Egle,,E,0.98,2023,2023.0,,Rīgas meži,2
737,80800130060.0,153.0,10,Egle,,E,2.08,2023,2023.0,,Rīgas meži,2
738,80800130060.0,153.0,11,Egle,,E,2.09,2023,2023.0,,Rīgas meži,2
739,74290010116.0,318.0,8,Egle,,E,0.97,2023,0.0,,Rīgas meži,2
740,80560030018.0,272.0,5,Egle,,E,0.59,2023,0.0,,Rīgas meži,2
741,80560030018.0,286.0,8,Egle,,E,1.51,2023,0.0,,Rīgas meži,2
742,74290010116.0,373.0,19,Egle,,E,2.7,2023,2014.0,,Rīgas meži,2
743,80700140095.0,175.0,3,Egle,,E,1.83,2023,2021.0,,Rīgas meži,2
744,80800060576.0,169.0,12,Egle,,E,1.77,2023,2022.0,,Rīgas meži,2
745,80480140048.0,235.0,8,Egle,,E,1.37,2023,2023.0,,Rīgas meži,2
746,80480140048.0,238.0,24,Egle,,E,0.97,2023,2023.0,,Rīgas meži,2
747,80480140048.0,238.0,25,Egle,,E,0.27,2023,2023.0,,Rīgas meži,2
748,80480140048.0,253.0,21,Egle,,E,1.65,2023,2023.0,,Rīgas meži,2
749,80480150045.0,213.0,9,Egle,,E,0.48,2023,2023.0,,Rīgas meži,2
750,80760110637.0,86.0,17,Egle,,E,1.67,2023,2022.0,,Rīgas meži,2
751,80760150005.0,13.0,24,Egle,,E,1.39,2023,2020.0,,Rīgas meži,2
752,80480140049.0,135.0,25,Egle,,E,2.04,2023,2023.0,,Rīgas meži,2
753,80480140049.0,141.0,26,Egle,,E,0.16,2023,2023.0,,Rīgas meži,2
754,80480140049.0,142.0,5,Egle,,E,0.79,2023,2023.0,,Rīgas meži,2
